Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
HON,HON,Diversified Industrials,168.17,19.002258,0.018762738,7.98,174.34,123.48,122384375808,14.948,3.0372856,6.5212502,
IBM,IBM,Information Technology Services,133.38,9.419492,0.04778573,13.620000000000001,154.36,105.94,118260449280,8.981,1.5026549,7.1755977,
CRM,CRM,Software - Application,158.05,46.078716,,2.76,167.56,113.6,122452877312,80.275,9.2194605,7.798776,
MDT,MDT,Medical Devices,87.67,16.115808,0.022443606,5.1,100.15,81.66,117578612736,13.897,3.848097,2.358686,
ABBV,ABBV,Drug Manufacturers - Major,78.43,8.325902,0.05281644,8.180000000000001,107.25,75.62,115945422848,10.554,3.551488,,
ACN,ACN,Information Technology Services,173.59,21.807789,0.017074026,7.0600000000000005,183.35,132.63,110721433600,16.045,2.711131,8.30296,
UTX,UTX,Aerospace & Defense,133.99,15.330665,0.021749012,7.76,144.4,100.48,115538378752,13.549,1.659462,2.8768654,
TMO,TMO,Diagnostics & Research,267.31,19.786083,0.0026811706,11.430000000000001,282.98,202.83,106918920192,20.098,4.341004,3.8608527,
NVDA,NVDA,Semiconductors,162.04,22.694677,0.003849795,6.63,292.76,124.46,98600370176,22.279,8.415874,10.511156,
TXN,TXN,Semiconductors,109.04,18.897747,0.025954627,5.51,119.32,87.7,102301982720,14.585,6.5624466,12.01675,
AMGN,AMGN,Drug Manufacturers - Major,167.81,11.376949,0.032279234,14.5,210.19,167.17,102353354752,9.133,4.3096147,9.518435,
NKE,NKE,Footwear & Accessories,83.66,27.701988,0.010178117,2.56,90,66.53,131492610048,23.721,3.3958116,14.684922,
COST,COST,Discount Stores,242.73,28.522913,0.009424604,7.68,248.7,189.51,106772070400,17.378,0.7251715,7.7066927,
MMM,MMM,Diversified Industrials,185.22,17.457117,0.029878214,9.71,219.75,176.87,106765811712,13.283,3.3003342,11.0033865,
LLY,LLY,Drug Manufacturers - Major,114.94,17.310242,0.020398704,5.55,132.13,80.96,105840312320,15.869,4.287793,42.665184,
MO,MO,Tobacco,51.9,11.584822,0.060264386,3.94,66.04,42.4,97100750848,12.235,5.019164,6.899761,
LIN,LIN,Specialty Chemicals,180.94,22.991106,0.018541068,6.86,185.92,145.95,98208088064,21.276,5.206939,1.9223169,
SBUX,SBUX,Restaurants,77.06,25.01948,0.018779343,2.59,78.8,47.37,93335068672,19.438,3.65265,,
NEE,NEE,Utilities - Regulated Electric,194.9,21.488424,0.023495615,7.98,196.71,155.06,93344432128,15.711,5.508671,2.7272854,
LOW,LOW,Home Improvement Stores,105.79,15.15616,0.017676285,5.1,118.23,84.75,84200693760,13.319,1.1807864,23.255661,
GE,GE,Diversified Industrials,10.31,13.746667,0.026342452,0.64,14.990385,6.4038463,89911558144,12.945,0.7423774,2.557678,
AMT,AMT,Telecom Services,198.06,46.712265,0.016761478,3.0300000000000002,200.38,134.87,87547076608,24.906,11.654762,16.371302,
DHR,DHR,Diagnostics & Research,130.73,22.854895,0.0050208555,4.6000000000000005,134.67,94.59,93594050560,21.167,4.6616387,3.1237006,
GILD,GILD,Drug Manufacturers - Major,65.08,9.364029,0.036465637,6.949999999999999,79.61,60.32,82752471040,7.576,3.707548,3.7771332,
LMT,LMT,Aerospace & Defense,336.15,13.505424,0.025046961,19.57,351.35,241.18,94975483904,12.325,1.6820836,38.531635,
BKNG,BKNG,Leisure,1793.67,15.972128,,92.94,2162.91,1606.27,77650305024,14.998,5.378935,11.46137,
AXP,AXP,Credit Services,117.01,13.001111,0.013114754,7.47,119.66,89.05,97712832512,,2.5988839,4.4079866,
USB,USB,Banks - Regional - US,51.07,11.2488985,0.027750442,4.15,55.56,43.14,81306509312,,3.8874736,1.7724638,
DWDP,DWDP,Chemicals,30.74,14.500001,0.05026455,3.83,48.372562,30.1,69054029824,6.53,0.8209381,0.7469505,
CAT,CAT,Farm & Construction Equipment,127.48,9.783577,0.02745411,11.319999999999999,161.6,112.06,72902754304,9.459,1.3176228,4.721132,
BMY,BMY,Drug Manufacturers - Major,45.92,10.412699,0.035294116,4.140000000000001,63.69,44.3,75112259584,10.238,3.2253633,4.9355116,
MDLZ,MDLZ,Confectioners,51.62,19.261192,0.019535067,2.46,52.57,38.78,74355515392,21.285,2.891973,2.8857334,
CVS,CVS,Health Care Plans,52.98,7.33795,0.037160907,7.180000000000001,82.15,51.77,68825792512,11.693,0.3283313,1.1521649,
UPS,UPS,Integrated Shipping & Logistics,99.8,12.290641,0.03714142,7.089999999999999,125.09,89.89,85903450112,14.231,1.1946299,24.782719,
GS,GS,Capital Markets,196.27,7.5809197,0.016412782,24.01,245.08,151.7,71803224064,,2.0819166,0.9104108,
COP,COP,Oil & Gas E&P,62.35,13.379828,0.019202484,4.58,80.24,56.75,70466715648,4.928,1.8630652,2.1445277,
ADP,ADP,Business Services,158.51,26.113672,0.018822333,5.23,165.5,121.4,68987985920,21.207,4.9309535,13.158725,
TJX,TJX,Apparel Stores,52.57,18.381119,0.014862805,2.45,56.64,41.49,63859404800,12.967,1.6385579,12.673578,
ANTM,ANTM,Health Care Plans,261.43,11.40122,0.011676875,16.53,317.99,220.8,67238748160,10.127,0.7136356,2.2428215,
CELG,CELG,Drug Manufacturers - Major,94.15,7.490056,,9.39,97.07,58.59,66400231424,10.432,4.211075,8.126888,
CB,CB,Insurance - Property & Casualty,143.85,12.651715,0.020509243,9.649999999999999,145.76,119.54,65864749056,15.188,2.0112603,1.2588828,
DUK,DUK,Utilities - Regulated Electric,87.02,16.702494,0.041703574,4.66,91.67,71.96,63354646528,12.328,2.6240327,1.4379668,
CHTR,CHTR,Pay TV,373.15,28.571974,,5.66,378.36,259.48,94385307648,10.324,2.136236,2.332931,
INTU,INTU,Software - Application,240.99,32.39113,0.0072595286,6.430000000000001,272.14,182.61,62434000896,33.987,10.0166855,22.332499,
BDX,BDX,Medical Instruments & Supplies,222.99,16.628635,0.013590236,11.129999999999999,265.87,208.62,60147539968,16.079,3.530614,2.8229086,
MS,MS,Capital Markets,44.01,8.15,0.027161613,4.659999999999999,55.42,36.74,74200858624,,1.8872942,1.0276467,
CL,CL,Household & Personal Products,71.14,23.478548,0.023476804,2.9,72.85,57.41,61074755584,16.386,3.959209,,
CME,CME,Financial Exchanges,183.29,24.836042,0.01563357,6.58,197.08,157.21,65613238272,24.119,14.98019,2.501672,
PNC,PNC,Banks - Regional - US,129.77,10.671876,0.028026469,10.899999999999999,152.29,108.45,58583113728,,3.486675,1.3167534,
D,D,Utilities - Diversified,74.61,16.88009,0.04526455,4,77.91,61.53,59864379392,16.887,4.3512416,2.2237127,
CSX,CSX,Railroads,78.24,16.266111,0.011723329,4.09,80.73,58.47,63308992512,12.272,5.110922,5.0940814,
CI,CI,Health Care Plans,155.37,8.384781,0.0002542588,14.090000000000002,226.61,141.95,58956386304,13.505,0.7845683,1.3902111,
SYK,SYK,Medical Devices,184.14,20.574303,0.010749186,7.510000000000001,199.85,144.75,68703551488,37.793,4.9512506,5.8866405,
BLK,BLK,Asset Management,445.79,14.630457,0.028095216,26.869999999999997,557,360.79,69241888768,12.662,4.9596653,2.2115562,
ISRG,ISRG,Medical Instruments & Supplies,487.35,36.100002,,11.16,589.32,430.24,56264069120,40.28,14.612526,8.00667,
SLB,SLB,Oil & Gas Equipment & Services,39.01,17.894495,0.0524109,1.55,75.43,34.99,54033530880,10.139,1.6441057,1.496643,
SPG,SPG,REIT - Retail,176.17,24.099863,0.045714285,7.65,191.49,152.5,62677057536,18.904,11.14007,17.170565,
SO,SO,Utilities - Regulated Electric,53.63,17.025396,0.044362295,2.8899999999999997,54.14,42.42,55791292416,14.265,2.475762,2.1103373,
SCHW,SCHW,Capital Markets,44.33,14.776668,0.012144821,2.59,60.22,37.83,59180998656,,5.6594625,3.1410758,
SPGI,SPGI,Capital Markets,211.85,21.163836,0.009919494,8.61,222,156.68,52132257792,18.754,8.325177,159.40558,
NSC,NSC,Railroads,200.49,16.220875,0.016157717,10.1,211.46,138.65,53323726848,12.37,4.604415,3.4781933,
DE,DE,Farm & Construction Equipment,147.15,11.687847,0.018731201,9.57,169.99,128.32,46866243584,15.357,1.220863,4.137262,
EOG,EOG,Oil & Gas E&P,94.33,14.423548,0.009037433,5.550000000000001,133.53,82.04,54742056960,7.437,3.1114697,2.7503061,
CCI,CCI,REIT - Diversified,126.89,67.137566,0.034441803,1.5699999999999998,130.6,99.99,52753375232,24.841,9.505113,4.4939084,
BSX,BSX,Medical Devices,36.77,20.657305,,1.44,41,29.42,51134201856,22.735,5.1458387,5.5376506,
GM,GM,Auto Manufacturers,37.05,5.9375,0.04157549,6.5200000000000005,45,30.56,52551348224,12.425,0.36036527,1.2724088,
RTN,RTN,Aerospace & Defense,177.97,13.595875,0.019848824,10.729999999999999,214.76,144.27,49808642048,13.844,1.8099071,4.25623,
ZTS,ZTS,Drug Manufacturers - Specialty & Generic,101.3,26.175713,0.0053478046,3.27,103.97,78.9,48487854080,24.655,8.198826,20.942734,
NOC,NOC,Aerospace & Defense,295.76,13.26873,0.016244754,21.599999999999998,340.14,223.63,50220048384,12.974,1.5918111,5.749164,
EXC,EXC,Utilities - Diversified,48.97,15.546032,0.028165597,3.04,51.03,39.1,47547666432,9.072,1.3292981,1.5163339,
PLD,PLD,REIT - Industrial,75.28,46.469135,0.026245672,2.71,78.56,55.21,48360095744,29.475,15.230974,2.132578,
MU,MU,,38.51,8.263948,,11.36,64.66,28.39,42618630144,,,,
GD,GD,Aerospace & Defense,168.4,12.933947,0.022679921,11.14,208.88,143.87,48530350080,11.922,1.2798426,3.966833,
MMC,MMC,Insurance Brokers,94.94,18.579256,0.017529039,4.49,96.3382,74.3,48157274112,17.598,3.2059965,6.086288,
ECL,ECL,Specialty Chemicals,179.38,27.015062,0.009762666,5.37,186.34,135.77,51704848384,19.058,3.5166907,6.2896214,
ITW,ITW,Diversified Industrials,148.89,17.640997,0.025594149,7.51,158.69,117.75,48504639488,13.998,3.3277059,15.177369,
ILMN,ILMN,Diagnostics & Research,304.56,39.759792,,5.870000000000001,372.61,261.61,44770320384,43.034,13.17937,11.234646,
APD,APD,Chemicals,205.71,21.95411,0.02180396,7.73,209.86,148.44,45283557376,15.385,5.048559,4.055557,
AGN,AGN,Drug Manufacturers - Specialty & Generic,135.925,7.902616,0.021479892,16.75,197,125.84,44556484608,9.662,2.835753,0.7239951,
MET,MET,Insurance - Life,47.48,7.796387,0.03595121,5.51,48.92,37.76,45123522560,15.07,0.6500824,0.77106714,
BIIB,BIIB,Drug Manufacturers - Major,229.18,7.4700127,,27.169999999999998,388.67,216.12,44436393984,6.555,3.217324,3.2130888,
ICE,ICE,Financial Exchanges,81.3,19.449762,0.012357179,3.61,82.65,69.33,45842227200,5.39,9.133738,2.6852956,
FDX,FDX,Integrated Shipping & Logistics,171.86,10.254176,0.015089959,16.430000000000003,266.67,150.94,44782419968,7.049,0.6471448,2.251038,
PGR,PGR,Insurance - Property & Casualty,73.66,13.515597,0.03603529,5.05,78.58,56.71,43016409088,10.646,1.2717568,3.7029963,
BK,BK,Asset Management,46.99,10.679545,0.02290562,4.02,58.22,43.67,44993724416,,2.7925599,1.1940033,
KMB,KMB,Household & Personal Products,127.61,18.282234,0.031479456,6.5600000000000005,132.47,99.36,43871682560,13.402,2.3858864,,
COF,COF,Credit Services,89.26,7.3829613,0.018277358,11.43,101.26,69.9,41916227584,,1.873351,0.8533217,
EMR,EMR,Diversified Industrials,65.13,16.121286,0.03016708,3.59,79.7,55.39,40030199808,12.419,2.2163887,4.696423,
VRTX,VRTX,Biotechnology,166.72,27.421053,,4.47,195.81,144.07,42700492800,45.131,13.077319,9.048575,
WBA,WBA,Pharmaceutical Retailers,52.58,8.73422,0.033000767,6.109999999999999,86.31,51.96,48073842688,8.694,0.3532322,1.9405795,
OXY,OXY,Oil & Gas E&P,54.55,14.059278,0.057411853,4.93,87.67,53.51,40804487168,5.665,2.2587593,1.9211128,
ADI,ADI,Semiconductors,106.75,17.762062,0.01899645,5.86,118.54,76.62,39317516288,17.041,6.3670306,3.393737,
AON,AON,Insurance Brokers,178.04,17.26867,0.009079045,8.48,182.61,134.82,42822537216,17.012,3.9566236,8.981938,
PRU,PRU,Insurance - Life,98.57,7.106705,0.038485542,11.6,106.64,75.61,40019419136,8.619,0.61913145,0.7299102,
AEP,AEP,Utilities - Regulated Electric,85.58,19.494307,0.029881863,4.18,86.54,62.71,42228252672,13.569,2.6060066,2.1997738,
AMAT,AMAT,Semiconductor Equipment & Materials,40.01,10.697861,0.020465592,4.199999999999999,55.46,28.79,37985214464,8.206,2.26089,4.627038,
WM,WM,Waste Management,106.4,22.590233,0.01796176,4.23,107.45,79.96,45194358784,13.932,2.9932022,7.044492,
AIG,AIG,Insurance - Diversified,51.5,10.15779,0.025236592,1.6600000000000001,56.36,36.16,44792328192,9.444,0.9292629,0.74278134,
F,F,Auto Manufacturers,10.23,7.3071427,0.059523813,1.3,12.15,7.41,40813096960,13.835,0.25713736,1.1213416,
TGT,TGT,Discount Stores,71.22,11.431782,0.03547297,5.41,90.39,60.15,36714692608,7.526,0.4872166,3.2641277,
DOW,DOW,Chemicals,52.46,9.643382,0.02983317,0.72,60.52,48,39280525312,,0.7904003,,
MPC,MPC,Oil & Gas Refining & Marketing,51.3,5.9859977,0.039037853,6.0200000000000005,88.45,50.6,33992302592,9.174,0.3203436,0.9917259,
MAR,MAR,Lodging,129.87,18.68633,0.01301484,6.210000000000001,142.19,100.62,43245277184,19.302,8.256066,27.067528,
EQIX,EQIX,REIT - Diversified,484,61.18837,0.01952797,5.199999999999999,484.475,335.29,40689881088,22.112,7.7964973,4.8296165,
BBT,BBT,Banks - Regional - US,48.03,10.240938,0.03324621,3.9399999999999995,55.25,40.68,36787138560,,3.322538,1.3247097,
CTSH,CTSH,Information Technology Services,57.75,13.306451,0.014064698,4.42,83.35,56.73,32876093440,9.929,2.0140963,2.9507947,
FIS,FIS,Business Services,116.93,14.382534,0.011346904,5.8,117.99,94.53,37842059264,19.462,4.497511,3.8165023,
AFL,AFL,Insurance - Life,51.13,11.489888,0.020804437,4.24,51.43,41.45,38115831808,9.224,1.7364053,1.4652529,
ADSK,ADSK,Software - Application,169.96,35.26141,,1,178.95,117.72,37419585536,327.629,14.561283,,
ATVI,ATVI,Electronic Gaming & Multimedia,44.7,17.460938,0.008523382,2.53,84.68,39.85,34240512000,13.505,4.6522436,2.9524438,
TRV,TRV,Insurance - Property & Casualty,145.71,12.275485,0.021476883,9.309999999999999,146.38,111.08,38162616320,9.482,1.2444196,1.5678532,
KMI,KMI,Oil & Gas Midstream,19.94,18.127274,0.043213017,0.92,20.44,14.62,45138976768,12.951,3.188907,1.3421283,
PSX,PSX,Oil & Gas Refining & Marketing,86.94,8.05,0.037300386,11.17,123.97,78.44,39431725056,8.805,0.35534,1.6282729,
VLO,VLO,Oil & Gas Refining & Marketing,82.955,7.446589,0.040988695,6.62,126.98,68.81,34612228096,6.864,0.3164836,1.6242437,
EL,EL,Household & Personal Products,167,28.892733,0.009812235,5.31,180.2,121.47,60432789504,19.268,4.1483245,13.16827,
SHW,SHW,Specialty Chemicals,434.72,17.911825,0.008610086,18.55,479.64,355.28,40077008896,21.11,2.2757647,11.552792,
ROP,ROP,Diversified Industrials,351.63,26.319613,0.005015764,12.5,363.85,245.59,36513611776,22.781,6.920831,4.4871373,
EW,EW,Medical Devices,178.9,30.581196,,4.8,197.86,134.38,37301006336,31.245,9.762106,10.814241,
BAX,BAX,Medical Instruments & Supplies,75.88,20.343163,0.010074231,3.1100000000000003,82.25,61.05,38711545856,16.076,3.4931912,5.0617037,
APC,APC,Oil & Gas E&P,72.96,26.150537,0.015116121,2.2699999999999996,76.7,40.4,36634603520,7.414,2.8167465,4.0068097,
ROST,ROST,Apparel Stores,94.46,18.96787,0.009951847,4.260000000000001,104.35,75.91,34708475904,14.049,2.31644,10.522446,
DAL,DAL,Airlines,55.24,7.6615815,0.024635037,5.83,61.32,45.08,36162646016,6.973,0.80465144,2.7921553,
JCI,JCI,Engineering & Construction,39.25,15.154441,0.026598465,2.32,40.33,28.3,35255369728,10.512,1.1118761,1.7593008,
STZ,STZ,Beverages - Wineries & Distilleries,205.41,20.938837,0.014721974,9.280000000000001,234.26,150.37,39040634880,17.751,4.81033,3.1116598,
ETN,ETN,Diversified Industrials,79.17,12.6672,0.034267515,5.539999999999999,89.46,64.46,33496825856,10.778,1.5462689,2.063492,
SRE,SRE,Utilities - Diversified,129.36,18.29703,0.02820136,6.0600000000000005,130.61,100.49,35494830080,16.179,2.9458735,2.349181,
PSA,PSA,REIT - Industrial,227.79,29.583117,0.034980323,7.75,234.9,193.89,39807213568,24.469,14.085734,7.8664913,
HUM,HUM,Health Care Plans,235.4,12.494692,0.008698235,15.67,355.88,225.65,31787239424,7.574,0.5411515,2.9321277,
HCA,HCA,Medical Care,122.24,10.779541,0.011868708,10.41,147.42,100.64,41843609600,8.613,0.8759207,,
SYY,SYY,Food Distribution,73.63,19.325459,0.020444322,3.39,75.98,59.44,37843980288,13.594,0.63120675,16.016966,
FISV,FISV,Business Services,84.46,21.65641,,3.1799999999999997,91.19,68.45,33145481216,20.305,5.632197,13.841363,
WMB,WMB,Oil & Gas Midstream,27.59,25.546295,0.03714494,0.7000000000000001,32.22,20.36,33431908352,15.584,3.864067,2.3249347,
DG,DG,Discount Stores,117.32,16.500704,0.009808895,5.9799999999999995,126.84,86.87,30406762496,13.303,1.1866034,4.7442274,
ALL,ALL,Insurance - Property & Casualty,94.74,9.540785,0.019982994,7.37,102.73,77,31558557696,8.965,0.76906437,1.4681771,
TEL,TEL,Electronic Components,88.97,14.537582,0.019968232,5.49,99.52,69.84,29970966528,11.171,2.164125,3.0028014,
EBAY,EBAY,Specialty Retail,36.8,12.026144,0.0039029832,2.47,40.86,26.01,32072192000,12.017,2.9671748,6.196329,
RHT,RHT,Software - Application,184.95,40.47046,,3.6899999999999995,185.155,115.31,32875972608,47.271,9.778494,20.259613,
MCO,MCO,Capital Markets,186.74,21.14836,0.0099177165,7.43,197.73,129.26,35405905920,19.585,7.941927,287.29233,
LRCX,LRCX,Semiconductor Equipment & Materials,192.44,12.985156,0.023366967,16.24,209.5,122.64,28851953664,9.039,2.7693427,5.451404,
YUM,YUM,Restaurants,100.68,23.689411,0.0155363,3.0799999999999996,104.47,77.09,30805563392,21.94,5.529629,,
HPQ,HPQ,Computer Systems,18.3,8.061674,0.031636562,2.06,27.08,18.12,28063049728,6.317,0.478361,,
GIS,GIS,Packaged Foods,51.97,15.748486,0.037845142,3.18,52.295,36.42,31119167488,12.747,1.8753604,4.4886856,
VFC,VFC,Apparel Manufacturing,90.35,21.20892,0.021859743,3.8400000000000003,97,67.18,35742908416,19.872,2.6463218,8.308045,
ORLY,ORLY,Specialty Retail,353.81,17.887259,,16.55,414.63,264.5,27695081472,16.124,2.8656936,74.36108,
XLNX,XLNX,Semiconductors,113.18,25.840181,0.013015185,3.46,141.6,64.15,28653101056,24.576,9.366697,10.0417,
PEG,PEG,Utilities - Diversified,59.14,16.801136,0.030348508,3.23,60.36,49.23,29891131392,12.237,3.03217,2.0120437,
IR,IR,Diversified Industrials,121.24,17.172804,0.016940707,5.81,125.26,85.15,29237995520,14.348,1.8435519,4.243315,
ALXN,ALXN,Biotechnology,127.93,11.922647,,8.620000000000001,141.86,92.56,28686639104,14.245,6.6087584,2.954913,
APH,APH,Electronic Components,92.3,21.615927,0.009982639,3.8300000000000005,105.51,74.95,27572965376,15.329,3.3246074,6.6710033,
WELL,WELL,REIT - Healthcare Facilities,78.08,43.37778,0.04479341,1.56,79.41,53.53,31617794048,21.295,6.5751376,2.0906632,
TWTR,TWTR,Internet Content & Information,36.93,33.572727,,1.06,47.79,26.19,28315375616,32.859,8.948164,3.990707,
STI,STI,Banks - Regional - US,62.02,10.458685,0.030744337,5.79,75.08,46.05,27526088704,,3.0683413,1.2124411,
XEL,XEL,Utilities - Regulated Electric,57.31,20.54122,0.026739355,2.51,57.83,41.99,29495910400,13.283,2.5152137,2.3924024,
EA,EA,Electronic Gaming & Multimedia,94.57,18.434698,,4.27,151.26,73.91,28332793856,19.486,5.7237964,5.3042793,
EQR,EQR,REIT - Residential,75.81,52.64583,0.028850213,1.48,77.69,59.29,29134919680,22.899,11.171742,2.8058033,
PPG,PPG,Specialty Chemicals,111.59,16.056114,0.016988764,5.88,121.29,94.37,26341935104,14.215,1.7310859,5.3716183,
AVB,AVB,REIT - Residential,199.75,39.63294,0.029555421,7.25,204.53,156.93,27781230592,23.825,12.12232,2.588005,
OKE,OKE,Oil & Gas Midstream,66.97,18.19837,0.05121071,2.94,71.99,50.26,27642269696,16.522,2.252636,4.2910233,
ED,ED,Utilities - Regulated Electric,84.9,18.618422,0.03376319,4.34,86.5,71.12,28263380992,12.477,2.2634244,1.5983884,
HLT,HLT,Lodging,91.75,21.436914,0.0067136623,3.0599999999999996,93.72,63.76,26705031168,20.501,7.2117286,267.4927,
DFS,DFS,Credit Services,77.64,8.121339,0.020229703,8.14,82.51,54.36,25134319616,,3.220697,2.3618884,
LUV,LUV,Airlines,51.65,9.951831,0.012539185,4.21,64.02,44.28,28049309696,7.099,1.2651922,2.864829,
PAYX,PAYX,Business Services,84.19,27.158066,0.027007475,2.8200000000000003,85.17,61.32,30257297408,19.836,8.310162,11.646148,
REGN,REGN,Biotechnology,304.62,12.740276,,22.61,442,291.1,33254146048,12.17,4.811701,3.53285,
LYB,LYB,Specialty Chemicals,80.52,6.882051,0.05006258,10.35,119.39,77.52,29818728448,6.668,0.7843937,2.9412622,
AZO,AZO,Specialty Retail,989.8,15.317239,,56.92,1074.67,597,24633745408,11.639,2.1778145,,
DLTR,DLTR,Discount Stores,98.75,16.083063,,5.449999999999999,111.61,78.78,23554048000,11.359,1.0320177,4.166315,
PXD,PXD,Oil & Gas E&P,150.35,14.346375,0.0032604265,6.489999999999999,213.4,119.08,25322549248,7.699,2.7260792,2.0740507,
TROW,TROW,Asset Management,103.2,13.12977,0.028280431,7.3500000000000005,127.43,84.59,24404219904,9.905,4.54294,3.8661819,
STT,STT,Asset Management,62.78,8.611797,0.028964862,6.84,102.42,57.87,23650543616,,1.9976809,1.1078563,
ZBH,ZBH,Medical Devices,118.75,14.324488,0.008090341,7.6000000000000005,134.55,96.99,24319762432,13.572,3.08204,2.1084871,
FTV,FTV,Scientific & Technical Instruments,80.51,20.077307,0.003478261,3.1,89.48,62.89,26978822144,20.879,4.1167674,3.9369192,
GLW,GLW,Electronic Components,30.06,13.47982,0.025,1.88,36.56,26.23,23589703680,10.436,2.0332446,2.0789819,
A,A,Diagnostics & Research,76.02,22.293253,0.008274648,2.8899999999999997,82.27,60.42,24137566208,20.168,4.840098,4.800454,
AMD,AMD,Semiconductors,27.32,27.595959,,0.41000000000000003,34.14,12.16,29549312000,51.864,4.8441496,16.53753,
DLR,DLR,REIT - Office,116.89,76.3987,0.035215493,1.26,125.1,100.05,25453498368,21.362,8.076858,2.8183923,
NEM,NEM,Gold,30.83,20.831081,0.018117115,1.32,40.03,29.06,25362823168,9.68,3.5036364,1.568079,
WEC,WEC,Utilities - Regulated Electric,79.53,21.321716,0.02814926,3.45,80.05,58.48,25086785536,15.687,3.2285063,2.512558,
ADM,ADM,Farm Products,40.85,10.981182,0.03358949,3.28,52.07,39.16,22882738176,11.847,0.3568792,1.2106931,
PCAR,PCAR,Truck Manufacturing,68.71,12.0122385,0.017149616,6.6,73,53.43,23804098560,8.899,0.9784128,2.6147346,
HAL,HAL,Oil & Gas Equipment & Services,25.43,12.109525,0.029208926,1.72,54.91,24.33,22225260544,7.745,0.92636126,2.30867,
CMI,CMI,Diversified Industrials,160.76,10.928619,0.02832148,15.02,169.45,124.4,25316483072,8.375,1.0459195,3.2316165,
MCHP,MCHP,Semiconductors,84.66,11.677242,0.017426146,6.5600000000000005,104.2,60.7,20061796352,14.795,3.750219,3.7979455,
ALGN,ALGN,Medical Devices,320.09,44.76783,,4.63,398.88,177.93,25608767488,45.018,12.320561,20.393093,
MCK,MCK,Medical Distribution,125.61,8.199086,0.0119414795,13.59,151.86,106.11,24095137792,7.517,0.11242651,2.964108,
MTB,MTB,Banks - Regional - US,162.69,10.675198,0.02350467,13.899999999999999,186.33,133.78,22227034112,,3.7457626,1.5484406,
TDG,TDG,Aerospace & Defense,467.45,22.625847,,16.509999999999998,489.95,307.36,24858945536,20.034,5.8916726,,
SBAC,SBAC,Telecom Services,209.47,102.68137,,0.37,212.93,146.13,23722686464,28.669,12.481118,,
MSI,MSI,Communication Equipment,144.63,16.955452,0.015220276,7.31,148.5,105.89,23835025408,15.246,3.1645014,,
WLTW,WLTW,Insurance Brokers,175.38,14.8125,0.010650547,10,187.91,134.5,22665410560,14.691,2.6562066,2.2454388,
PH,PH,Diversified Industrials,166.9,13.525121,0.018332027,11.74,193.19,140.82,21410764800,10.379,1.4810646,3.5625854,
VRSK,VRSK,Business Services,139.32,28.432653,0.0018053149,4.21,143.67,102.74,22801948672,23.979,9.349276,10.504412,
MNST,MNST,Beverages - Soft Drinks,62.35,26.991343,,1.91,66.38,47.61,33891962880,23.79,8.685229,9.16238,
SWK,SWK,Tools & Accessories,135.49,14.262106,0.01922652,8.18,155.22,106.41,20531070976,11.428,1.4554127,2.8584993,
ES,ES,Utilities - Regulated Electric,72.59,19.77929,0.02808604,3.37,73.27,52.76,23044491264,14.514,2.687081,1.9794931,
GPN,GPN,Business Services,146.79,20.821276,0.0002785515,5.4,147.86,94.81,23072745472,20.372,6.67918,5.837973,
DTE,DTE,Utilities - Regulated Electric,126.13,19.197868,0.028702613,6.45,127.72,94.25,23108528128,15.164,1.6537986,2.1914308,
FLT,FLT,Business Services,264.63,19.616755,,10.7,268.35,172.18,22809360384,18.83,9.235243,6.459432,
SYF,SYF,Credit Services,34.77,7.413646,0.022947924,3.92,36.32,21.775,23967516672,,2.850222,1.6283426,
FITB,FITB,Banks - Regional - US,27.38,8.832258,0.029542098,2.59,34.67,22.12,20107487232,,2.8919153,1.1053247,
CERN,CERN,Health Information Services,67.83,21.465189,,2.4899999999999998,69.34,48.78,22073307136,18.129,4.040258,4.298207,
TSN,TSN,Farm Products,81.57,12.359091,0.0075405305,5.86,82.04,49.77,29757878272,10.054,0.7314034,2.2169375,
PPL,PPL,Utilities - Regulated Electric,31.09,12.240158,0.052408293,2.3600000000000003,32.89,25.3,22438959104,10.539,2.8998396,1.8425889,
VTR,VTR,REIT - Healthcare Facilities,63.49,47.736843,0.049905393,1.27,65.7,50.69,22943762432,18.496,6.177321,2.2418785,
NTRS,NTRS,Asset Management,94.91,12.808368,0.022565193,6.41,115.61,75.96,20659724288,,3.4682589,2.122364,
CCL,CCL,Leisure,53.82,10.657425,0.037893143,4.23,67.69,45.64,37174550528,8.815,1.9238497,1.5341637,
IQV,IQV,Diagnostics & Research,134.55,18.609959,,5.74,146.1,91.57,26538776576,20.646,2.5195837,4.01103,
HPE,HPE,Communication Equipment,14.24,8.137143,0.029096046,1.65,17.76,12.087,19514212352,5.881,0.6350009,1.072693,
RCL,RCL,Leisure,123.58,11.224341,0.02215112,9.09,133.6,89.48,25908299776,12.333,2.615452,2.2979658,
ROK,ROK,Diversified Industrials,161.83,16.83975,0.023500154,8.52,198.23,141.46,19154522112,14.192,2.847113,14.333924,
O,O,REIT - Retail,69.01,48.598595,0.038817517,1.3399999999999999,74.14,51.18,21757472768,22.704,15.952303,2.6260514,
CNC,CNC,Health Care Plans,54.74,11.194275,,3.87,74.49,45.44,22625136640,8.144,0.3707337,1.9605316,
